"filename", "language", "Python", "pip requirements", "comment", "blank", "total"
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_example/PPO_code_example/three_algorithms_comparison_test.py", "Python", 682, 0, 0, 141, 823
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_example/PPO_code_example/train_sequential_original.py", "Python", 416, 0, 0, 74, 490
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_example/PPO_code_example/train_two_stage_ppo.py", "Python", 844, 0, 0, 145, 989
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_example/PPO_code_example/two_stage_actor_design.py", "Python", 1435, 0, 0, 292, 1727
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_example/PPO_code_example/two_stage_environment.py", "Python", 747, 0, 0, 158, 905
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/mapping_agent.py", "Python", 324, 0, 0, 75, 399
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/mapping_environment.py", "Python", 530, 0, 0, 122, 652
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/network_scheduler.py", "Python", 789, 0, 0, 174, 963
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/original_problem_config.py", "Python", 54, 0, 0, 6, 60
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/test_mapping.py", "Python", 210, 0, 0, 53, 263
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_mapping/train_mapping.py", "Python", 400, 0, 0, 78, 478
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/four_algorithms_comparison_test.py", "Python", 1163, 0, 0, 247, 1410
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/heuristic_algorithm.py", "Python", 431, 0, 0, 119, 550
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/lightweight_heuristic_integration_environment.py", "Python", 444, 0, 0, 127, 571
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/network_scheduler.py", "Python", 789, 0, 0, 174, 963
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/new_heuristic_environment.py", "Python", 406, 0, 0, 118, 524
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/original_problem_config.py", "Python", 54, 0, 0, 6, 60
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/original_reward.py", "Python", 236, 0, 0, 48, 284
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/sequential_agent.py", "Python", 276, 0, 0, 66, 342
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/sequential_environment.py", "Python", 628, 0, 0, 145, 773
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/three_algorithms_comparison_test.py", "Python", 787, 0, 0, 170, 957
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/train_lightweight_ppo.py", "Python", 580, 0, 0, 113, 693
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/train_new_heuristic_ppo.py", "Python", 580, 0, 0, 113, 693
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/train_sequential_original.py", "Python", 482, 0, 0, 86, 568
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/PPO_my/two_ppo_comparison_test.py", "Python", 896, 0, 0, 192, 1088
"/home/qianguo/Edge-Scheduler/Controller/base/algorithm/Rand.py", "Python", 66, 0, 0, 16, 82
"/home/qianguo/Edge-Scheduler/Controller/base/controller.py", "Python", 657, 0, 0, 95, 752
"/home/qianguo/Edge-Scheduler/Controller/base/link.py", "Python", 12, 0, 0, 5, 17
"/home/qianguo/Edge-Scheduler/Controller/base/manager.py", "Python", 328, 0, 0, 41, 369
"/home/qianguo/Edge-Scheduler/Controller/base/nfs.py", "Python", 5, 0, 0, 1, 6
"/home/qianguo/Edge-Scheduler/Controller/base/node.py", "Python", 157, 0, 0, 22, 179
"/home/qianguo/Edge-Scheduler/Controller/base/scheduler.py", "Python", 144, 0, 0, 25, 169
"/home/qianguo/Edge-Scheduler/Controller/base/task.py", "Python", 86, 0, 0, 17, 103
"/home/qianguo/Edge-Scheduler/Controller/base/taskManger.py", "Python", 111, 0, 0, 14, 125
"/home/qianguo/Edge-Scheduler/Controller/base/utils.py", "Python", 28, 0, 0, 6, 34
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/dml_app/1/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/dml_app/2/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/dml_app/3/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/1/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/1/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/1/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/2/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/2/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/2/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/3/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/3/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/dml_tool/3/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/scheduling_logs/plot_loads.py", "Python", 55, 0, 0, 14, 69
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_app/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_tool/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_tool/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/dml_tool/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/task_file/1/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_app/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_tool/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_tool/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/dml_tool/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/task_file/2/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_app/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_tool/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_tool/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/dml_tool/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Controller/task_file/3/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/1/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/10/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/11/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/2/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/3/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/4/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/5/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/6/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/7/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/8/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/task_manager/9/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Controller/test.py", "Python", 21, 0, 0, 4, 25
"/home/qianguo/Edge-Scheduler/Task/dml_app/dml_utils.py", "Python", 101, 0, 0, 30, 131
"/home/qianguo/Edge-Scheduler/Task/dml_app/gl_peer.py", "Python", 124, 0, 0, 41, 165
"/home/qianguo/Edge-Scheduler/Task/dml_app/nns/__init__.py", "Python", 0, 0, 0, 1, 1
"/home/qianguo/Edge-Scheduler/Task/dml_app/nns/nn_cifar10.py", "Python", 38, 0, 0, 8, 46
"/home/qianguo/Edge-Scheduler/Task/dml_app/nns/nn_fashion_mnist.py", "Python", 24, 0, 0, 8, 32
"/home/qianguo/Edge-Scheduler/Task/dml_app/nns/nn_mnist.py", "Python", 14, 0, 0, 8, 22
"/home/qianguo/Edge-Scheduler/Task/dml_app/nns/nn_mnist_lenet.py", "Python", 18, 0, 0, 8, 26
"/home/qianguo/Edge-Scheduler/Task/dml_app/worker_utils.py", "Python", 62, 0, 0, 14, 76
"/home/qianguo/Edge-Scheduler/Task/dml_tool/conf_utils.py", "Python", 27, 0, 0, 11, 38
"/home/qianguo/Edge-Scheduler/Task/dml_tool/dataset_conf.py", "Python", 33, 0, 0, 6, 39
"/home/qianguo/Edge-Scheduler/Task/dml_tool/gl_structure_conf.py", "Python", 92, 0, 0, 18, 110
"/home/qianguo/Edge-Scheduler/Task/task_manager.py", "Python", 65, 0, 0, 7, 72
"/home/qianguo/Edge-Scheduler/Worker/agent.py", "Python", 328, 0, 0, 39, 367
"/home/qianguo/Edge-Scheduler/__init__.py", "Python", 0, 0, 0, 1, 1
"Total", "-", 28210, 7, 0, 6156, 34373
